product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
43,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",144.03,17.65,clothing,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,839,Green,extra large,7.7,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,2017-01-28,4.2,614,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,2.2,437,free,45.25
44,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,947.13,35.99,electronics,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,44,Orange,medium,1.0,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,2014-12-24,3.5,836,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,2.0,497,free,34.69
45,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",597.63,38.08,toys,vestibulum proin eu mi nulla ac enim in tempor turpis nec,888,Goldenrod,extra large,4.0,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,2013-11-16,1.5,852,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,1.5,146,standard,33.17
46,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,811.5,46.26,home decor,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,30,Red,large,8.9,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,2010-05-03,2.6,426,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,2.2,742,standard,20.86
47,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",206.21,49.71,toys,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,678,Pink,large,9.4,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,2012-08-24,4.0,800,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,2.9,987,standard,8.69
48,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,214.45,2.36,clothing,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,371,Purple,medium,2.6,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2012-03-05,4.7,939,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,2.1,34,express,31.36
49,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",371.33,13.59,home decor,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,310,Mauv,medium,5.5,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,2017-01-24,4.8,902,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,3.6,896,standard,10.53
50,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",955.07,10.43,home decor,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,135,Khaki,medium,1.1,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,2021-04-12,1.2,964,et commodo vulputate justo in blandit ultrices enim lorem ipsum,3.1,974,express,20.83
51,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",870.13,38.36,toys,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,329,Violet,extra large,6.3,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,2015-06-18,4.8,442,consequat ut nulla sed accumsan felis ut at dolor quis odio,4.1,399,standard,38.04
52,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",418.42,12.27,electronics,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,267,Mauv,small,0.8,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,2014-10-02,1.8,239,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,4.2,317,standard,18.41
53,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",635.06,45.92,electronics,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,94,Orange,large,8.2,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,2016-02-26,3.3,472,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,1.8,723,standard,21.38
54,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",949.57,1.68,home decor,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,940,Fuscia,small,7.0,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,2015-05-07,4.4,138,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,2.0,904,express,3.85
55,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",967.14,17.95,electronics,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,156,Red,large,9.3,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2021-12-31,2.4,924,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,1.5,236,standard,33.3
56,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",537.89,11.28,toys,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,670,Blue,large,6.3,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,2015-05-14,1.3,429,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,2.5,131,standard,8.01
57,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",975.23,34.81,toys,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,167,Teal,small,7.5,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,2017-12-30,4.6,404,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,1.4,691,standard,1.01
58,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",878.06,44.87,electronics,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,391,Puce,small,1.6,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2021-04-05,4.4,236,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,3.9,393,free,22.18
59,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,96.54,15.82,toys,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,934,Mauv,medium,9.4,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,2018-04-19,1.6,28,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,3.0,178,standard,32.36
60,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",307.12,43.48,beauty,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,420,Khaki,extra large,4.7,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,2022-01-17,2.2,707,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,3.5,383,express,36.38
61,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,568.41,16.82,toys,nisi at nibh in hac habitasse platea dictumst aliquam augue quam,754,Turquoise,extra large,8.5,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2014-02-07,2.1,253,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,1.1,170,standard,9.54
62,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",925.44,37.07,toys,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,566,Blue,small,8.6,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,2016-11-04,4.3,345,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,2.8,646,standard,5.34
63,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",866.42,17.85,beauty,potenti cras in purus eu magna vulputate luctus cum sociis natoque,560,Red,medium,8.9,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2015-12-27,4.8,596,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,2.2,610,express,0.71
64,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,Donec ut dolor.,604.64,24.14,clothing,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,70,Yellow,large,0.8,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,2012-03-13,4.1,607,leo odio porttitor id consequat in consequat ut nulla sed accumsan,1.3,302,standard,46.95
